prompt_id,prompt_text,domain,source,length_type,difficulty
b2c1494d-c5ac-495e-94a6-25002aa2bef5,"In Java, write a function for fibonacci.",Coding / Technical,synthetic,short,medium
e0e662e8-125a-4e17-a230-5b7b7f11398b,"In C++, write a function for palindrome check.",Coding / Technical,synthetic,short,hard
80cfee83-1b4a-4292-885f-217192186a9d,"In C, write a function for prime test.",Coding / Technical,synthetic,short,easy
73808efe-385c-4c4a-8cda-3d9287aa3c69,"In Swift, write a function for string reversal.",Coding / Technical,synthetic,short,medium
8965cb0c-7585-4055-8608-8b5e36494e4c,"In Kotlin, write a function for anagram check.",Coding / Technical,synthetic,short,hard
b10ab111-8a99-4362-ab79-6fdd1c976dd5,"In SQL, write a function for two-sum.",Coding / Technical,synthetic,short,easy
54e8970d-d7e6-4125-8ceb-d9b4bbcbaf2a,"In R, write a function for rotate array.",Coding / Technical,synthetic,short,medium
a8ef380b-ba73-41cc-894f-f4718d295643,"In Bash, write a function for binary search.",Coding / Technical,synthetic,short,hard
ec6fc7de-6147-4685-ae3f-a5414c7c8f5f,"In Python, write a function for factorial. Respond in exactly 5 sentences.",Coding / Technical,synthetic,short,easy
6e977a77-c2d4-4411-8166-8aacf2456419,"In JavaScript, write a function for fibonacci. Include one example related to Edinburgh.",Coding / Technical,synthetic,short,medium
d6780202-c726-49a1-8949-b2346d4f232b,"In TypeScript, write a function for palindrome check. Use 5 bullet points for clarity.",Coding / Technical,synthetic,short,hard
7201b697-9a02-46f1-8bc3-9df2992e7338,"In Go, write a function for prime test. Respond in exactly 3 sentences.",Coding / Technical,synthetic,short,easy
1d8e2aaf-a29d-4b49-957a-bc189ac2e27d,"In Rust, write a function for string reversal. Include one example related to Rome.",Coding / Technical,synthetic,short,medium
20cb6cbb-8955-489e-a98c-0134640648ae,"In Java, write a function for anagram check. Use 4 bullet points for clarity.",Coding / Technical,synthetic,short,hard
77ccaaa9-e0cf-4d44-978d-0aa260cd52c3,"In C++, write a function for two-sum. Respond in exactly 6 sentences.",Coding / Technical,synthetic,short,easy
3b9fb587-f357-4347-9248-c51909e7d336,"In C, write a function for rotate array. Include one example related to Zurich.",Coding / Technical,synthetic,short,medium
305025ed-eff5-48a2-a0c9-eefce55913d4,"In Swift, write a function for binary search. Use 3 bullet points for clarity.",Coding / Technical,synthetic,short,hard
c2aecff1-176b-44d2-b7f1-17348723995d,"In Kotlin, write a function for factorial. Respond in exactly 4 sentences.",Coding / Technical,synthetic,short,easy
925c7187-13f4-4338-b7f6-e9b078e2f40c,"In SQL, write a function for fibonacci. Include one example related to Prague.",Coding / Technical,synthetic,short,medium
1dd07b0f-fd5a-48a6-9579-560f46589387,"In R, write a function for palindrome check. Use 2 bullet points for clarity.",Coding / Technical,synthetic,short,hard
96e1685f-5bbf-476d-94d4-b68eb2a9bab3,"In Bash, write a function for prime test. Respond in exactly 7 sentences.",Coding / Technical,synthetic,short,easy
36971b3c-475b-4ba5-a421-5961e7da4bd6,"In Python, write a function for string reversal. Include one example related to Kraków.",Coding / Technical,synthetic,short,medium
d9b2ae9d-2507-424d-bd2e-bab91d60738e,"In JavaScript, write a function for anagram check. Use 5 bullet points for clarity.",Coding / Technical,synthetic,short,hard
69297954-9740-45f9-81e8-3d265984a3f6,"In TypeScript, write a function for two-sum. Respond in exactly 5 sentences.",Coding / Technical,synthetic,short,easy
0adfd0a8-1e28-4e0e-97eb-2ea54a8e431e,"In Go, write a function for rotate array. Include one example related to Brussels.",Coding / Technical,synthetic,short,medium
2df59834-4f49-436d-a936-2c715b3b8cf4,"In Rust, write a function for binary search. Use 4 bullet points for clarity.",Coding / Technical,synthetic,short,hard
550c876d-be54-45a8-8f5c-188d75ef952c,"In Java, write a function for factorial. Respond in exactly 3 sentences.",Coding / Technical,synthetic,short,easy
ba4ac13c-566b-4e96-9928-8080a1702302,"In C++, write a function for fibonacci. Include one example related to Tokyo.",Coding / Technical,synthetic,short,medium
2248ef41-efae-48fd-9325-d2f670d503cf,"In C, write a function for palindrome check. Use 3 bullet points for clarity.",Coding / Technical,synthetic,short,hard
8bb5e481-581f-4776-90cd-7523cc524488,"In Swift, write a function for prime test. Respond in exactly 6 sentences.",Coding / Technical,synthetic,short,easy
3446e15f-d52a-45c7-9b81-a1bb5daa61a5,"In Kotlin, write a function for string reversal. Include one example related to Berlin.",Coding / Technical,synthetic,short,medium
2b34675e-f812-45f7-b86c-42e026c6fa1a,"In SQL, write a function for anagram check. Use 2 bullet points for clarity.",Coding / Technical,synthetic,short,hard
85546019-3aa5-454f-96fe-7cb61ddad23b,"In R, write a function for two-sum. Respond in exactly 4 sentences.",Coding / Technical,synthetic,short,easy
c44a3c2b-4032-4882-940c-2ddb40457ff4,"In Bash, write a function for rotate array. Include one example related to Seoul.",Coding / Technical,synthetic,short,medium
687c5727-9b6b-4ae2-b905-d2ec5217bd84,"In Python, write a function for binary search. Use 5 bullet points for clarity.",Coding / Technical,synthetic,short,hard
1be06d68-69b6-4681-8e49-ce021429c801,"In JavaScript, write a function for factorial. Respond in exactly 7 sentences.",Coding / Technical,synthetic,short,easy
154820da-2977-4e9e-9bfa-a858815c1c94,"In TypeScript, write a function for fibonacci. Include one example related to Cairo.",Coding / Technical,synthetic,short,medium
4bc91c22-2882-45db-8907-53231a19304e,"In Go, write a function for palindrome check. Use 4 bullet points for clarity.",Coding / Technical,synthetic,short,hard
4e6ab390-fb05-4907-8dd0-1d040101503e,"In Rust, write a function for prime test. Respond in exactly 5 sentences.",Coding / Technical,synthetic,short,easy
89975dd0-8dfd-44f9-b6db-aa60914f9676,"In Java, write a function for string reversal. Include one example related to São Paulo.",Coding / Technical,synthetic,short,medium
0fbe94ba-bf3a-46a6-a1ca-139506b649f6,"In C++, write a function for anagram check. Use 3 bullet points for clarity.",Coding / Technical,synthetic,short,hard
4aea8666-6e3e-4a6d-bdc2-b4b0cedea0c1,"In C, write a function for two-sum. Respond in exactly 3 sentences.",Coding / Technical,synthetic,short,easy
7b8ecf66-93c5-4923-84a4-14926332da20,"In Swift, write a function for rotate array. Include one example related to Johannesburg.",Coding / Technical,synthetic,short,medium
320bc540-79e5-4573-8d68-5c804a7cb1f9,"In Kotlin, write a function for binary search. Use 2 bullet points for clarity.",Coding / Technical,synthetic,short,hard
1121b4a3-8d02-430c-bd24-571e5e1f7e44,"In SQL, write a function for factorial. Respond in exactly 6 sentences.",Coding / Technical,synthetic,short,easy
6ebc8441-1ae3-4595-a2da-e626d625ef6c,"In R, write a function for fibonacci. Include one example related to Vancouver.",Coding / Technical,synthetic,short,medium
6442fca0-029d-4fce-862f-54166f1d1beb,"In Bash, write a function for palindrome check. Use 5 bullet points for clarity.",Coding / Technical,synthetic,short,hard
322528b9-9b6e-4c8a-a77f-461962e49002,"In Python, write a function for prime test. Respond in exactly 4 sentences.",Coding / Technical,synthetic,short,easy
e63596e1-4d28-40cb-ad29-38bf5e506389,"In JavaScript, write a function for string reversal. Include one example related to Dublin.",Coding / Technical,synthetic,short,medium
10124f4c-b989-4bd5-9c60-c5012eace7c3,"In TypeScript, write a function for anagram check. Use 4 bullet points for clarity.",Coding / Technical,synthetic,short,hard
780573f6-de1d-4b39-95cc-b2b2019c5a6e,"In Go, write a function for two-sum. Respond in exactly 7 sentences.",Coding / Technical,synthetic,short,easy
2a67bbeb-6bb4-40e4-badb-3d162ffa8d0b,"In Rust, write a function for rotate array. Include one example related to Florence.",Coding / Technical,synthetic,short,medium
59360761-9df4-461e-b4cc-37228fa59033,"In Java, write a function for binary search. Use 3 bullet points for clarity.",Coding / Technical,synthetic,short,hard
9aa3f724-4c00-4e9a-a39d-253ee72a2dfb,"In C++, write a function for factorial. Respond in exactly 5 sentences.",Coding / Technical,synthetic,short,easy
71840b96-dcb6-4b2a-afda-cb8b33783e4f,"In C, write a function for fibonacci. Include one example related to Geneva.",Coding / Technical,synthetic,short,medium
1a5977f6-d00a-40ff-a4ff-21f3ec96ac45,"In Swift, write a function for palindrome check. Use 2 bullet points for clarity.",Coding / Technical,synthetic,short,hard
b908de24-a212-49e4-972f-1d6a8ef68dc4,"In Kotlin, write a function for prime test. Respond in exactly 3 sentences.",Coding / Technical,synthetic,short,easy
cf581953-5d5d-46a4-b5ca-1d205814d56e,"In SQL, write a function for string reversal. Include one example related to Budapest.",Coding / Technical,synthetic,short,medium
57b76608-fca3-405d-95a8-b1b43b3f12db,"Using Python, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
2e7d2e8a-445e-4e05-be11-e0a7320dc9e9,"Using JavaScript, compute group-wise means for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
81956c7a-a322-40f4-b01b-c952b7eb119e,"Using TypeScript, serve a static site. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
f7327216-ae6c-4864-9b70-96a30df70eb2,"Using Go, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
13266b49-d46a-4007-b89f-1f1cdaed283f,"Using Rust, detect outliers for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
c2259b52-b48f-4d46-acd2-69b784753b95,"Using Java, cache GET responses. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
bf50b701-a537-4547-800d-8c17a1909347,"Using C++, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
e3bab33c-9cf2-4550-8a10-ff7084988454,"Using C, compute cosine similarity for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
9525fc91-9ca7-4ad5-8ae9-0660bdbd1815,"Using Swift, write a simple web scraper. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
54ad0cda-7972-4e32-9eed-0d37a3dcd1de,"Using Kotlin, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
4c339e6e-b71d-4138-a679-43ab6a6d999b,"Using SQL, clean a CSV for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
2d51f25e-b7f3-42a8-909d-6e65f0e688ca,"Using R, paginate a list endpoint. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
a3d2cc35-6f6a-455e-9490-e8993f62f31e,"Using Bash, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
4c6fae9e-729d-44be-b53c-ccf24abe960d,"Using Python, merge two tables for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
642f3d88-acdc-4ae6-8e3a-83f0b4fc3696,"Using JavaScript, build a REST API. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
ed629e56-87f0-48ec-8a4d-9f8de7b55a14,"Using TypeScript, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
50a8c723-66bd-4658-9a60-dad978413ab6,"Using Go, perform k-means clustering for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
46964507-850a-4eb5-b92c-f7812a7e70af,"Using Rust, authenticate users with JWT. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
e031505e-1a5a-42cf-a765-16952ac942e0,"Using Java, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
89e5c37d-aa63-4ae5-82ae-8a214bf660d8,"Using C++, standardize features for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
cee09273-e3de-4e01-9ed4-2f460b668824,"Using C, add rate limiting. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
91666991-0385-4529-8545-38fdbd6d4fbe,"Using Swift, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
0896889c-ff26-4b21-8c9c-423ee027d2cf,"Using Kotlin, plot a histogram for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
6cbfa3ed-d5a5-4544-abd1-4e465f868a0c,"Using SQL, serve a static site. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
3bb56201-7b37-45ba-bdb1-f31419b5f513,"Using R, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
ac5faae5-37d1-4cdb-acca-7e2b7bed50fd,"Using Bash, train a classifier for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
8a47cbff-4823-425f-b49e-ff9252a6d1cc,"Using Python, cache GET responses. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
3248ee69-d31e-44e4-9bc6-b23ba6731141,"Using JavaScript, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
640a36bd-2bd5-4d59-b173-0ca67add4f69,"Using TypeScript, calculate Pearson correlation for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
dc441e5a-1e55-4006-bd52-ca1ec7ab70b8,"Using Go, write a simple web scraper. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
4be85caa-4db3-4efa-a683-6de6ab362fa5,"Using Rust, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
52d68970-a7b7-41aa-922c-0254acb17269,"Using Java, compute group-wise means for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
52dc6a5c-b770-476a-9e12-62c462ffe0b9,"Using C++, paginate a list endpoint. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
c6aa7273-0807-4d32-95fd-779bb891f794,"Using C, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
b22d2d9d-017e-4c7f-aca2-3acfe6719816,"Using Swift, detect outliers for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
dd49319d-fb05-4898-9559-07eb3d703ae9,"Using Kotlin, build a REST API. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
c34e5beb-0773-4dff-8919-a019d6130436,"Using SQL, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
86eb6bcf-f361-4bfe-b34c-e2f516cde3c0,"Using R, compute cosine similarity for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
5fca72e3-8df7-469a-92eb-64834dc27bc3,"Using Bash, authenticate users with JWT. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
ea317892-b867-46dd-9b70-8ec9a73c3f8c,"Using Python, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
3daa68d8-5d38-4342-a826-10b71f8eb54c,"Using JavaScript, clean a CSV for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
f3a82941-1a8f-40a1-80c8-fc2957feb596,"Using TypeScript, add rate limiting. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
73ba089f-8242-41d7-8037-0bf4cee3273d,"Using Go, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
e924f1b2-3208-4a53-9c88-af0963faae2b,"Using Rust, merge two tables for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
762d58a9-051e-4589-8f29-6ca6806a4636,"Using Java, serve a static site. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
e1c729ba-0778-46d4-a6e6-82b501d9977c,"Using C++, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
2fdfcb09-2f72-4179-b42e-e714995181db,"Using C, perform k-means clustering for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
b325a086-79c8-441d-9872-41728f93b8b1,"Using Swift, cache GET responses. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
947931cb-a5ea-4e51-bccf-632f899a4fdd,"Using Kotlin, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
1c608f2a-9c9f-4f98-bf01-08d8278418fc,"Using SQL, standardize features for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
40906351-8399-4670-842b-1862e6b40d82,"Using R, write a simple web scraper. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
49e10157-c52c-400c-972f-1ab12ea5fa29,"Using Bash, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
eb83aaed-455f-4280-88ba-742b2b9dcea0,"Using Python, plot a histogram for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
c33b4054-8883-4b28-96a8-e586e32f7e08,"Using JavaScript, paginate a list endpoint. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
4a0aa8bb-1f64-495f-8c44-4a0d0b426eb4,"Using TypeScript, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
c1f8bca8-8963-45ca-9021-2cf79a8e7918,"Using Go, train a classifier for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
3bb45c21-6da7-4c11-96bd-ac1237636e54,"Using Rust, build a REST API. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
cf75b7e5-d84d-49f1-a8f0-4e7ce0055d37,"Using Java, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
b178138f-64ec-41cd-a785-ebb14c24b9bc,"Using C++, calculate Pearson correlation for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
c8c52d78-904f-480c-bfcf-66e17568f470,"Using C, authenticate users with JWT. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
4aca90bb-f491-447a-9f1c-852b6b28485d,"Using Swift, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
25d3fac6-555f-46a5-8015-55ec44318126,"Using Kotlin, compute group-wise means for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
e9db12ee-d376-4194-bb24-b094cd2abafc,"Using SQL, add rate limiting. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
d681d077-6530-4f67-9a0d-fe538a7bf584,"Using R, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
4dc4fcdf-7ace-44af-a5a1-411c69a35727,"Using Bash, detect outliers for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
36e7e991-8f83-4706-b4bc-bfd498da33d4,"Using Python, serve a static site. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
8c149fc1-3c4f-4aee-8e85-326d5b422fad,"Using JavaScript, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
231a8dad-da4b-4a44-a72f-4a2c39fb94b7,"Using TypeScript, compute cosine similarity for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
f7daac29-935f-49c2-a255-98ab14a4b0d7,"Using Go, cache GET responses. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
3b765032-4f08-409c-b01c-6b5f7d4ead2a,"Using Rust, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
83e7aefd-a473-4f24-9bc3-e3555dcfe4d8,"Using Java, clean a CSV for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
b0b9abe2-0cfe-4e89-8290-1e419dcd4655,"Using C++, write a simple web scraper. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
96e15dff-c055-4357-b26e-3dd8288efc80,"Using C, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
c0d224c6-cded-4f95-8474-e4ce51101ccf,"Using Swift, merge two tables for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
19fdc1b6-992e-4a58-83c2-e3c26c8f0ef1,"Using Kotlin, paginate a list endpoint. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
882fb382-3b9f-4cdf-9680-3039f20e9600,"Using SQL, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
6fd93e93-9df5-4a60-81a5-c188c9d3cc75,"Using R, perform k-means clustering for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
09e9d3b4-0e62-447e-bade-2e3784992d79,"Using Bash, build a REST API. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
b223d326-03a2-4e33-ad22-d6109eba83ec,"Using Python, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
601d0de2-3d5e-4dd8-90ae-e56a86389447,"Using JavaScript, standardize features for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
39cff156-9294-4198-a2f6-247a6c8a7599,"Using TypeScript, authenticate users with JWT. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
c887315d-d948-4aa6-86c2-aa055294cd07,"Using Go, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
054dfa5c-d82b-45d6-901e-0420e62fcf4c,"Using Rust, plot a histogram for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
b4341c1c-95fd-4e04-99aa-3a360d00822a,"Using Java, add rate limiting. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
a30f4bd1-c5e6-4e47-9d20-67d9503d5cd1,"Using C++, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
936d270f-07cf-411d-bf3c-ba99fe99bd50,"Using C, train a classifier for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
4d332902-1522-484f-b7a3-bbb55d7abfb4,"Using Swift, serve a static site. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
76b3d386-52ef-41ce-abd5-d8700cba3eb3,"Using Kotlin, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
8c79ce74-fa59-4962-9e06-8c3f308e2805,"Using SQL, calculate Pearson correlation for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
2ccd17e2-a1e1-49c9-8969-4f8bbcc7af87,"Using R, cache GET responses. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
7dc99cf1-56c4-458f-92c5-9b72788309f1,"Using Bash, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
27e317c7-0019-4e25-be6c-2a915f504b15,"Using Python, compute group-wise means for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
491bd62f-8e5c-415a-8868-9b34a8e5defb,"Using JavaScript, write a simple web scraper. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
fb1d4058-cfcb-4a37-8e50-b76e705e4660,"Using TypeScript, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
2c3ba83e-156e-4764-aa7a-d3b370b5e66e,"Using Go, detect outliers for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
27734417-c198-4db5-ac88-fd26dbdf9d4e,"Using Rust, paginate a list endpoint. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
130ad02f-defd-44fa-ab12-8f370e4a1a05,"Using Java, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
0e1a9e9a-b523-4d12-bf65-1ff8120b991d,"Using C++, compute cosine similarity for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
d8db4204-8f36-4084-b3be-8b4c5b4cc75b,"Using C, build a REST API. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
4c82c3ce-0ea6-49b3-b984-32a03bd97d74,"Using Swift, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
62c0d966-374d-452c-bd53-548d93332b26,"Using Kotlin, clean a CSV for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
df01fdb0-e5ab-4094-bedd-7611807d847c,"Using SQL, authenticate users with JWT. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
9f210d67-221d-462b-aacc-443bf6dfcfaf,"Using R, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
447bd10c-5b70-4560-a6a1-4db73556df95,"Using Bash, merge two tables for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
6521d040-091f-497d-a4af-b8ad36541123,"Using Python, add rate limiting. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
3efa8fc8-5c52-46d9-81d6-c984936bccf8,"Using JavaScript, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
c64f33a6-3e0d-46be-994f-8b42ced81496,"Using TypeScript, perform k-means clustering for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
f9c10e0f-ea70-4981-b5c1-5d6ffe2ce3d8,"Using Go, serve a static site. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
6e8510c0-68e1-4f52-aed3-822cbf2dd38a,"Using Rust, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
df220c71-2ca8-4592-b689-e18a5cfa6602,"Using Java, standardize features for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
11373477-e85e-4eb4-bb16-4e82c324be4f,"Using C++, cache GET responses. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
fd970812-a53c-4d0c-88d2-50d899b0addd,"Using C, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
0679b20b-3cd4-4161-8cad-ec998106ab4b,"Using Swift, plot a histogram for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
cca09f89-58ed-4810-a761-4244c49b88b0,"Using Kotlin, write a simple web scraper. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
2a96176f-de8a-47ad-b42e-3803b1db89c3,"Using SQL, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
d4e5ef9e-68ed-49ab-81aa-b9c3aa6e7585,"Using R, train a classifier for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
d65edbfd-2804-4b74-b011-4bc112763c39,"Using Bash, paginate a list endpoint. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
e40dd54f-61c0-434f-8cbb-05b787a5cb2d,"Using Python, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
66d5e3f0-60b5-46c0-a141-d91429611a9a,"Using JavaScript, calculate Pearson correlation for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
0cedda1d-4d70-44ab-96a1-4d3ed8efbe15,"Using TypeScript, build a REST API. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
6a162211-1299-4687-8099-9742f34a3425,"Using Go, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
e1838e58-162f-456b-b63a-807b9eb68927,"Using Rust, compute group-wise means for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
1adcffa7-87d9-48b5-9074-48a521358b51,"Using Java, authenticate users with JWT. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
0be50d9f-99b8-485d-a491-6ee4ca6c69a4,"Using C++, implement Dijkstra's algorithm with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
5880c5df-b6bb-4ea7-a058-22ebb97f4a6a,"Using C, detect outliers for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
b57d280e-7696-46ce-9b6d-d8ae213bbb16,"Using Swift, add rate limiting. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
bd1b011a-ef7c-4dc3-a2d1-e6ba70610b05,"Using Kotlin, implement merge sort with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
3d681572-3009-4c53-88cc-480aa44f7ee0,"Using SQL, compute cosine similarity for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
822793eb-684b-4e42-8b2b-208cbab70d52,"Using R, serve a static site. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
8f336e4b-b043-46c4-bab2-2d30c40771e1,"Using Bash, implement knapsack via DP with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
72f009a2-c5a8-4be7-bb3b-14eabff476a4,"Using Python, clean a CSV for a small dataset and print concise results.",Coding / Technical,synthetic,medium,medium
f3c07ab8-9d71-4328-87e9-d2a9178b1e6a,"Using JavaScript, cache GET responses. Provide endpoint examples.",Coding / Technical,synthetic,medium,hard
39cef8df-1de6-47e0-aa09-c5162d657f3a,"Using TypeScript, implement binary search with clear comments and analyze time complexity.",Coding / Technical,synthetic,medium,easy
